url,title,date,body
https://www.diariolahuella.com/alivio-economico-beneficia-a-1-8-millones-de-hogares/,Alivio económico beneficia a 1.8 millones de hogares,Date not found,"El beneficio de pago del recibo de luz y agua aplica únicamente para los usuarios de ANDA, no para quienes reciben un suministro de otras empresas privadas. Recientemente, el Presidente de la República, Nayib Bukele, anunció una medida que beneficia a la economía de las familias salvadoreñas, y que alivia el bolsillo del 95% de la población que está relacionada con el pago de los servicios de energía eléctrica y agua. “Y recordemos que en conjunto el alivio económico beneficiará a 1.8 millones de hogares, es decir el 95 % de la población por el pago de ambos servicios: agua y energía”, destacó el presidente de la Administración Nacional de Acueductos y Alcantarillados (ANDA), Jorge Castaneda. Castaneda indicó que si el valor total es igual o menos a $30, el beneficio es automático y para quienes el pago estaba programado y se efectuó, tendrá un saldo a favor, el cual en algunos casos ese saldo alcanzará para febrero. Además, el beneficio del pago del recibo de luz y agua aplica únicamente para los usuarios de ANDA, no para quienes reciben un suministro de agua de otras empresas privadas. «No hay que ir a ninguna agencia comercial. No, automáticamente se va a registrar el pago de su factura, para hacerlo más fácil para las familias», puntualizó el titular de ANDA."
https://www.caritas.sv/nuestro-trabajo/documentos%3Fsort%3Dcreated_on%26direction%3Ddesc%26filter%5Btag%5D%5B0%5D%3Dvia-crucis,,,
https://lapagina.com.sv/curiosidades/la-cochinilla-gigante-que-parece-darth-vader/,La cochinilla gigante que parece Darth Vader – Diario La Página,Date not found,"En un guiño al lado oscuro del océano, esta nueva especie de cochinilla gigante ha sido nombrada en honor al villano de Star Wars, Darth Vader. Según informa un equipo de investigación en la revista científica ZooKeys, la cochinilla de aguas profundas del género Bathynomus recibió el nombre de especie vaderi debido a que la apariencia de su cabeza se asemeja al característico casco del personaje. Según los investigadores, Bathynomus vaderi mide alrededor de 30 centímetros de largo y pesa más de un kilogramo. Hasta ahora, la especie solo se ha encontrado en aguas vietnamitas cerca de las islas Spratly. Sin embargo, los investigadores creen que estos animales también viven en otras partes del Mar de China Meridional. Las cochinillas gigantes –a las que pertenece B. vaderi– se han convertido en una costosa delicadeza en Vietnam en los últimos años. Estos inusuales animales marinos se capturan comercialmente y se venden en mercados de pescado. Algunas personas incluso afirman que saben mejor que la langosta. El hecho de que una especie tan grande como B. vaderi haya permanecido sin descubrir durante tanto tiempo demuestra lo poco que sabemos sobre las profundidades marinas, según el estudio. Es urgentemente necesario investigar mejor la diversidad biológica de las profundidades marinas, ya que los humanos están incrementando sus intentos de utilizar este hábitat para la pesca, la extracción de petróleo y gas, e incluso para la minería de minerales. El primer paso para proteger las profundidades marinas es saber qué vive allí. I allow to use my email address and send notification about new comments and replies (you can unsubscribe at any time)."
https://ultimahora.sv/el-salvador-destaca-en-centroamerica-con-caida-en-precios-de-alimentos-y-bebidas-en-2024/,El Salvador destaca en Centroamérica con caída en precios de alimentos y bebidas en 2024 | ,"Ene 21, 2025, 09:08 am","Medio británico destaca cómo El Salvador pasó de ser la «capital del asesinato» a uno de los países más seguros del mundo El Salvador fue el único país de Centroamérica en registrar una caída en los precios de alimentos y bebidas no alcohólicas a finales de 2024, según el informe de la Secretaría Ejecutiva del Consejo Monetario Centroamericano (Secmca). Esta caída fue medida por el Índice de Precios al Consumidor (IPC), que se utiliza para evaluar la variación en los precios de una canasta básica de bienes y servicios. A lo largo de 2024, la inflación de alimentos y bebidas no alcohólicas se disparó en varios países de la región, convirtiéndose en uno de los temas más relevantes en la economía centroamericana, debido a la presión sobre la canasta básica. Sin embargo, El Salvador logró cerrar el año con una deflación de -0.47 %, lo que representa una disminución generalizada de los precios en este rubro. Este logro fue atribuido en parte a las iniciativas del gobierno, como la distribución de productos a bajo costo a través de los agromercados y la central de abasto de Soyapango, que ayudaron a mitigar los efectos de la crisis en los precios alimentarios provocada por las fuertes lluvias que afectaron el campo en la segunda mitad de 2024. A pesar de la crisis, El Salvador logró mantener un control eficaz sobre los precios. Por otro lado, Guatemala lideró la región con la tasa más alta de inflación interanual en alimentos y bebidas no alcohólicas, mientras que Panamá reportó la tasa más baja. La deflación en El Salvador se sumó a otros esfuerzos para controlar la inflación, lo que lo posicionó como un referente en la región en cuanto a la estabilización de precios."
https://www.laprensagrafica.com/elsalvador/Encuesta-revela-que-mayoria-de-salvadorenos-no-esta-de-acuerdo-en-reactivar-la-mineria-en-el-pais-20250121-0029.html,,,
https://diario.elmundo.sv/politica/organizaciones-buscan-recolectar-un-millon-de-firmas-contra-la-mineria-metalica-para-demanda,Organizaciones buscan recolectar un millón de firmas contra la minería metálica para demanda,Date not found,"Diversas organizaciones ambientales, religiosas y movimientos están buscando recolectar al menos un millón de firmas de salvadoreños en contra de la minería metálica en El Salvador para anexarlas en una demanda de inconstitucionalidad que presentarán a la Corte Suprema de Justicia (CSJ), reveló el ambientalista de la Unidad Ecológica Salvadoreña (UNES), Luis González. El líder ambientalista aseguró que elaboran una demanda de institucionalidad que busca que la Sala de lo Constitucional derogue la Ley General de Minería, aprobada por la Asamblea Legislativa en diciembre de 2024. El ambientalista detalló que la recolección de firmas se realizará durante todo febrero en asociaciones, iglesias de distintas denominaciones religiosas y movimientos. La comunidad Santa Marta, en Sensuntepeque, Cabañas, publicó en sus redes sociales que la recolección de firmas inició este lunes. Los movimientos están trabajando también en el desarrollo de un sitio web para que salvadoreños en el exterior también puedan firmar la moción contra la minería, por lo que, exhortó a los salvadoreños en el territorio nacional a emitir su firma física en cualquiera de los movimientos asociados."
https://www.elsalvador.com/noticias/nacional/organizaciones-presentan-demanda-de-inconstitucionalidad-contra-ley-mineria/1195309/2025/, Organizaciones presentan demanda de inconstitucionalidad contra ley de minería - Noticias de El Salvador,Date not found,"El periodismo que hacemos requiere tiempo, esfuerzo y pasión. Cada reportaje es para mantener informado y contar historias que marcan la diferencia Las organizaciones Justicia Social y Contraloría Ciudadana, Excombatientes por la Democracia, el Movimiento ¿Dónde está Carlos?, la organización Vidas y la Mesa por una Pensión digna presentaron este martes una demanda de inconstitucionalidad ante la Corte Suprema de Justicia (CSJ) contra la Ley General de Minería Metálica aprobada el 23 de diciembre de 2024. “Esta ley atenta contra derechos fundamentales como la vida y la salud de la población salvadoreña, se sabe que no existe minería responsable, esto contaminaría el agua, conllevando a impedir el acceso a información a la salud; la minería no garantizará el acceso a servicios básicos, ya que sus efectos serán a corto plazo y la solución a largo plazo”, dice el comunicado de las organizaciones. Agrega que el Estado debe garantizar el acceso a servicios de salud, medicamentos y a instalaciones adecuadas de agua y saneamiento. “El derecho a la vida implica que el Estado debe proteger la vida de las personas y no quitarla, al no proteger la vida de las personas, no crear condiciones para que las personas puedan vivir dignamente, es violar el derecho fundamental de la vida y la salud”, añaden. La abogada Roxana Cardona, de Justicia Social y Contraloría Ciudadana, expuso que no se respetó el proceso de formación de ley. recibió al Director General de Energía, Hidrocarburos y Minas, Daniel Álvarez Campos, “y solamente dio unas diapositivas” y sobre esas se comenzó la discusión. Pero que según el Reglamento Interior de la Asamblea Legislativa (RIAL) la comisión debió estudiar un proyecto. “La Comisión nunca leyó un documento, solamente se pusieron a discutir las diapositivas que había llevado esa persona y aprobaron”, dijo. En total, la sesión de la comisión duró dos horas y 25 minutos y luego de la participación de Álvarez Campos se procedió a la lectura del dictamen y proyecto de decreto. Pese a que diputados de oposición propuso recibir a más actores para discutir en la ley, Nuevas Ideas votó a favor del dictamen y este fue el que se aprobó en la plenaria del 23 de diciembre. Cardona también dijo que el artículo 80 del RIAL establece que se debe discutir un proyecto artículo por artículo y eso no se hizo; además de que no se presentaron estudios técnicos."
https://diario.elmundo.sv/politica/encuesta-ufg-un-4833-cree-que-el-pais-no-tiene-las-condiciones-para-la-mineria-metalica,Not Found 404 | Diario El Mundo,Date not found,
https://ultimahora.sv/especialuh-turismo-en-el-salvador-crece-en-2024-y-proyecta-mas-de-4-millones-de-visitantes-en-2025/,#EspecialUH: Turismo en El Salvador crece en 2024 y proyecta más de 4 millones de visitantes en 2025 | ,"Ene 21, 2025, 10:20 am","Medio británico destaca cómo El Salvador pasó de ser la «capital del asesinato» a uno de los países más seguros del mundo El turismo en El Salvador cerró el 2024 como uno de los sectores clave para el crecimiento económico, registrando un aumento del 17 % respecto al año anterior, según el Ministerio de Turismo (Mitur). Durante el año pasado, el país recibió a más de 3.9 millones de visitantes, destacándose un incremento del 46 % en diciembre, cuando 172 mil turistas ingresaron al territorio. El presidente de CEPA, Federico Anliker, destacó que el Aeropuerto Internacional de El Salvador marcó un récord histórico al atender 3.5 millones de pasajeros en 2024, un 20 % más que en 2023. «La inversión en infraestructura aeroportuaria, como la ampliación del aeropuerto, ha sido clave para fortalecer la conectividad internacional y recibir a más turistas», explicó Anliker. Proyectos como la ampliación de las salas de abordaje y la mejora de los procesos migratorios han optimizado la experiencia para los viajeros. La Dirección General de Aduanas señaló que el 50 % de los visitantes internacionales ingresaron al país por vía terrestre, principalmente desde Guatemala y Honduras. Este dinamismo destaca el papel de las fronteras como puntos estratégicos para el turismo regional. Según Samadhy Martínez, directora de Aduanas, «el flujo ágil y seguro en los pasos fronterizos ha posicionado a El Salvador como un destino atractivo y accesible para los países vecinos». En 2025, el Mitur proyecta superar los 4.2 millones de visitantes gracias a iniciativas como el tramo II de Surf City, que atraerá turismo internacional hacia la zona oriental del país. Además, el gobierno apuesta por una estrategia agresiva de promoción en ferias internacionales y por eventos de alto impacto como competencias deportivas globales. Morena Valdez, ministra de Turismo, señaló: «El Salvador ya no es un destino emergente, es una referencia. Hemos demostrado que invertir en infraestructura y seguridad genera un impacto directo en la llegada de turistas». Con estas bases, el turismo interno también ha crecido significativamente, con más de un millón de salvadoreños visitando parques y playas en 2024, lo que representó un aumento del 12% frente al año anterior. Las autoridades aseguran que la combinación de infraestructura, conectividad y seguridad será clave para mantener la tendencia de crecimiento en los próximos años."
https://www.laprensagrafica.com/elsalvador/Presentan-demanda-de-inconstitucionalidad-contra-Ley-de-la-Mineria-Metalica-en-El-Salvador-20250121-0036.html,,,
